"id_standard_word";"orthographic_word";"geometry_id";"IPA_string";"sampa_string"
44;"selbst";131639;"ˈsɛlβəɾ̰";"""sElB@4_X"
44;"selbst";25987;"sɛ̜l̠p̰s";"sE_ol_-p_Xs"
44;"selbst";103156;"θæ̠l̠ɸs / ‿sɔl̠fs";"T{_-l_-p\s / <sOl_-fs"
44;"selbst";71399;"ˈsɛʾl̜βə";"""sE_Ol_oB@"
44;"selbst";134449;"ˈsɛ̜l̠əf";"""sE_ol_-@f"
44;"selbst";73053;"ˈsɛl̰βə̜";"""sEl_XB@_o"
44;"selbst";131034;"ˈsɛlpə̜";"""sElp@_o"
44;"selbst";133354;"ˈsæ̣lβə";"""s{_rlB@"
44;"selbst";80157;"sɛɭ";"sEl_j"
44;"selbst";100120;"ˈsạ̠l̠βə̰ɾ̰";"""sa_r_-l_-B@_X4_X"
44;"selbst";101119;"ˈzœʿlβə̜";"""z9_clB@_o"
44;"selbst";534378;"‿sy̜mp̰s";"<sy_omp_Xs"
44;"selbst";71626;"ˈzɛ̠→ə̣βə";"""zE_-*\@_rB@"
44;"selbst";90559;"sɛl̜ɸs";"sEl_op\s"
44;"selbst";95627;"ˈsælβəɹ‿";"""s{lB@r\>"
44;"selbst";87629;"‿ˈsælβə";"<""s{lB@"
44;"selbst";97362;"sɛlɸʃ";"sElp\S"
44;"selbst";92088;"sɛlp̰s";"sElp_Xs"
44;"selbst";96991;"ˈsɛ̣ləβɐ";"""sE_rl@B6"
44;"selbst";104396;"ˈsʏlb.m̩";"""sYlb.m="
44;"selbst";72938;"ˈsœʿlβə̜";"""s9_clB@_o"
44;"selbst";78096;"ˈsɛlβə˻";"""sElB@`\"
44;"selbst";132113;"ˈzɛlβə";"""zElB@"
44;"selbst";87273;"ˈse̜lbɾ̩";"""se_olb4="
44;"selbst";89144;"ˈsɛβə";"""sEB@"
44;"selbst";101114;"ˈsɛlβɛt";"""sElBEt"
44;"selbst";78677;"ˈsɛʾl̰βə̜";"""sE_Ol_XB@_o"
44;"selbst";73067;"ˈsɛlβə";"""sElB@"
44;"selbst";103582;"‿ˈsɛ̠lβə̜";"<""sE_-lB@_o"
44;"selbst";79153;"ˈsɛβə̟";"""sEB@_+"
44;"selbst";71182;"ˈsə̜bɦə";"""s@_obh\@"
44;"selbst";76974;"ˈsɛlβəɾ";"""sElB@4"
44;"selbst";133243;"sɛlɸs";"sElp\s"
44;"selbst";95188;"sɛ̠l̠ps";"sE_-l_-ps"
44;"selbst";534317;"ˈsɛlβə̜t‿";"""sElB@_ot>"
44;"selbst";93455;"‿ˈs͡zœ̣lβə";"<""s*z9_rlB@"
44;"selbst";74385;"ˈs͡zœ̣l̰βə";"""s*z9_rl_XB@"
44;"selbst";82823;"ˈsɛ→ɪpə";"""sE*\Ip@"
44;"selbst";96433;"ˈsɛʾlə̰və";"""sE_Ol@_Xv@"
44;"selbst";130378;"ˈse̜lβɐ";"""se_olB6"
44;"selbst";132665;"ˈsɛlβə̜";"""sElB@_o"
44;"selbst";131625;"ˈsɛ̜l̠pəʁ̰";"""sE_ol_-p@R_X"
44;"selbst";88232;"ˈsɛlβəɾ̥͡ɕ";"""sElB@4_0*s\"
44;"selbst";81534;"ˈsɛ̠l̰βəʔ";"""sE_-l_XB@?"
44;"selbst";132787;"ˈsalβə / ˈsal̠bə";"""salB@ / ""sal_-b@"
45;"Wetter";117389;"ˈvatʰɐ";"""vat_h6"
45;"Wetter";98997;"ˈβɛ̜tə̠ʾ";"""BE_o-t@_-_O"
45;"Wetter";137105;"ˈva̠ːtr̩";"""va_-:tr="
45;"Wetter";109126;"ˈvɛ̜ːɾə̜";"""vE_o:4@_o"
45;"Wetter";118512;"ˈf͡vɛ̜͡əɾə";"""f*vE_o*@4@"
45;"Wetter";124734;"ˈvɛt̪ɐ";"""vEt_d6"
45;"Wetter";110821;"ˈvɛ̜ʎə̜+";"""vE_oL@_o+"
45;"Wetter";142407;"ˈvɛtʌ̟";"""vEtV_+"
45;"Wetter";131639;"ˈveːtəɾ̥";"""ve:t@4_0"
45;"Wetter";136417;"ˈβ̫œðəʾ";"""B_w9D@_O"
45;"Wetter";129216;"ˈʌɛtəɾ";"""VEt@4"
45;"Wetter";114116;"ˈvɛɭə";"""vEl_R@"
45;"Wetter";98815;"ˈvɛtə̜+";"""vEt@_o+"
45;"Wetter";112823;"vɛː→ə̜";"vE:*\@_o"
45;"Wetter";534207;"veː→ə̜";"ve:*\@_o"
45;"Wetter";116270;"ˈvɑʾtɑ";"""vA_OtA"
45;"Wetter";124374;"ˈvɛ̜ːɾa";"""vE_o:4a"
45;"Wetter";132113;"ˈβɛðə̜ʾ";"""BED@_o_O"
45;"Wetter";123486;"ˈvɛt̪ɐ";"""vEt_d6"
45;"Wetter";142132;"‿ˈβạt̪ɑ̟̃";"<""Ba_rt_dA_+~"
45;"Wetter";136865;"ˈvæːdə";"""v{:d@"
45;"Wetter";110375;"vɛ→ə̜‿";"vE*\@_o>"
45;"Wetter";137478;"ˈvɛdəɻ";"""vEd@r\`"
45;"Wetter";139171;"ˈva̠ːɹɐ̣‿";"""va_-:r\6_r>"
45;"Wetter";105310;"ve→ɛ";"ve*\E"
45;"Wetter";77989;"ˈβ̫ætɾ̩";"""B_w{t4="
45;"Wetter";142692;"ˈvɑ̟dɐ";"""vA_+d6"
45;"Wetter";132787;"ˈβæ̜ːtəɾ";"""B{_o:t@4"
45;"Wetter";96254;"ˈβɛtr̩";"""BEtr="
45;"Wetter";121128;"ˈvɛ̣t̪ɐ";"""vE_rt_d6"
45;"Wetter";96934;"ˈvɛdɐ̟ʾ";"""vEd6_+_O"
45;"Wetter";142544;"ˈvæ̜t̪ɐ̣";"""v{_ot_d6_r"
45;"Wetter";106912;"‿f͡vɛʁ";"<f*vER"
45;"Wetter";118165;"ˈve̜ɾə";"""ve_o4@"
45;"Wetter";141434;"ˈf͡vɐ̟dɑ̠";"""f*v6_+dA_-"
45;"Wetter";118146;"ˈvæ̣ɾə̟";"""v{_r4@_+"
45;"Wetter";112022;"ˈb͡væ̣ːɾə";"""b*v{_r:4@"
45;"Wetter";97293;"‿ˈvɑtə̠";"<""vAt@_-"
45;"Wetter";122070;"ˈβɛːɹə";"""BE:r\@"
45;"Wetter";84354;"ˈvetə";"""vet@"
45;"Wetter";101114;"ˈvɛt͡dɛ";"""vEt*dE"
45;"Wetter";117816;"‿ˈvɛdɐʾ";"<""vEd6_O"
45;"Wetter";99867;"ˈβɛ̜də";"""BE_od@"
45;"Wetter";98830;"ˈvæ̣ɾə̜+";"""v{_r4@_o+"
45;"Wetter";119269;"ˈvæːɾə";"""v{:4@"
45;"Wetter";134656;"‿ˈvæʾd̪ə‿";"<""v{_Od_d@>"
45;"Wetter";119029;"ˈvɛt̪ʰɐ";"""vEt_d_h6"
45;"Wetter";103353;"ˈβe̜ːə̜";"""Be_o:@_o"
45;"Wetter";140999;"‿ˈvɑdɐʾ";"<""vAd6_O"
45;"Wetter";80214;"ˈβedə";"""Bed@"
45;"Wetter";95188;"ˈβɛɾəɾ̥͡ɕ̰";"""BE4@4_0*s\_X"
45;"Wetter";105687;"ˈvɛdə̜";"""vEd@_o ""vEd@_o-"
45;"Wetter";119655;"ˈveːɾɐ";"""ve:46"
45;"Wetter";100376;"‿ˈvɛtə̠̰ʁ‿";"<""vEt@_-_XR>"
45;"Wetter";102505;"ˈve̜͡ɛ̠ɹə̟‿";"""ve_o*E_-r\@_+>"
45;"Wetter";139458;"‿ˈvɛtʌ̟";"<""vEtV_+"
45;"Wetter";100418;"ˈvɛ̠r̩";"""vE_-r="
45;"Wetter";110034;"vɛ̣ː→ə";"vE_r:*\@"
45;"Wetter";126543;"ˈvɛtʰɐ";"""vEt_h6"
45;"Wetter";120286;"ˈb̰͡væ̣ːjə̟";"""b_X*v{_r:j@_+"
45;"Wetter";138212;"ˈvɛ̣tʰʌ̟";"""vE_rt_hV_+"
45;"Wetter";141322;"ˈvɛ̜ðəɻ";"""vE_oD@r\`"
45;"Wetter";142982;"ˈvæ̜ːdʁ̩";"""v{_o:dR="
45;"Wetter";87629;"ˈβɑ̟ːtəɾ";"""BA_+:t@4"
45;"Wetter";126108;"ˈvɛɾɐ";"""vE46"
45;"Wetter";107244;"ˈvɔɫɔ‿";"""vOl_GO>"
45;"Wetter";139327;"ˈvɛt̪ɐ̣";"""vEt_d6_r"
45;"Wetter";95627;"‿ˈβæːðr̩";"<""B{:Dr="
45;"Wetter";94091;"ˈvɛtɔ̈";"""vEtO_"""
45;"Wetter";107979;"ˈve̜→ɪəχ̰";"""ve_o*\I@X_X"
45;"Wetter";93399;"ˈveːɾə̜";"""ve:4@_o"
45;"Wetter";126983;"‿ˈvɛ̜ːɾɐ";"<""vE_o:46"
45;"Wetter";124917;"ˈvæːlə";"""v{:l@"
45;"Wetter";112685;"ˈveːə̜";"""ve:@_o"
45;"Wetter";136673;"ˈvɛdaː‿";"""vEda:>"
45;"Wetter";123878;"ˈvɛ̜ːɾə̟";"""vE_o:4@_+"
45;"Wetter";77404;"ˈvɛɾə / ˈvɛ̠ɾə";"""vE4@ / ""vE_-4@"
45;"Wetter";126340;"ˈb̰͡væːɾə";"""b_X*v{:4@"
45;"Wetter";101119;"ˈβɪ→ə̜ɾə̜";"""BI*\@_o4@_o"
45;"Wetter";127102;"ˈve̜ːɾ̠ɐ̜̃";"""ve_o:4_-6_o~"
45;"Wetter";107178;"ˈvɛðər";"""vED@r"
45;"Wetter";97420;"ˈve̜ːɾə̜";"""ve_o:4@_o"
45;"Wetter";102355;"ˈβɛːə̜";"""BE:@_o"
45;"Wetter";139216;"ˈvæ̣ɾɐ";"""v{_r46"
45;"Wetter";115354;"veː→ə̜‿";"ve:*\@_o>"
45;"Wetter";103582;"ˈβẹɛ";"""Be_rE"
45;"Wetter";108547;"ˈvæːɹə";"""v{:r\@"
45;"Wetter";97496;"ˈveːɛ̠";"""ve:E_-"
45;"Wetter";98052;"ˈvɛɻɻ̩";"""vEr\`-r\`="
45;"Wetter";100345;"ˈβæ̜ːðɾ̩";"""B{_o:D4="
45;"Wetter";133354;"ˈβɛːdr̩";"""BE:dr="
45;"Wetter";134531;"ˈɸeæ̜";"""p\e{_o"
45;"Wetter";131478;"ˈvɛ̣dr̩";"""vE_rdr="
45;"Wetter";98885;"ˈʋ̟e͡ə̟ɾə͡ə̥";"""v\_+e*@_+4@*@_0"
45;"Wetter";112854;"ve̜ː→ə̜ʁ̰";"ve_o:*\@_oR_X"
45;"Wetter";103623;"ˈβɛd̪̰ə̜̤";"""BEd_d_X@_o_t"
45;"Wetter";134449;"ˈβeə̜ʀ̥";"""Be@_oR\_0"
45;"Wetter";121678;"ˈfːɛɾɐ";"""f:E46"
45;"Wetter";137182;"ˈvæt̪ʌ̜+";"""v{t_dV_o+"
45;"Wetter";127805;"ˈβ̫ɛ̠t̠ɐ̠";"""B_wE_-t_-6_-"
45;"Wetter";115080;"ve→æ̣";"ve*\{_r-"
45;"Wetter";140365;"ˈve̜tʰɐ";"""ve_ot_h6"
45;"Wetter";96433;"ˈvɛdə";"""vEd@"
45;"Wetter";99852;"ˈvɛ̠dɛʾ";"""vE_-dE_O-"
45;"Wetter";94066;"‿ˈfɛɾɐʾ";"<""fE46_O"
45;"Wetter";119195;"ˈvæ̣ːdə̜";"""v{_r:d@_o"
45;"Wetter";98572;"ˈvɛ̣dɔ̣χ";"""vE_rdO_rX"
45;"Wetter";124534;"ˈvæːɾə";"""v{:4@"
45;"Wetter";130378;"veˈdɐ";"ve""d6"
45;"Wetter";135360;"ˈvɛ→ɪ͡ɪ→ɐ / ˈvɛʔɐ";"""vE*\I*I*\6 / ""vE?6"
45;"Wetter";141827;"ˈvɛːtʰɐ";"""vE:t_h6"
45;"Wetter";124194;"ˈvẹːə ˈvɛ̣ːɾɑ̟";"""ve_r:@ ""vE_r:4A_+"
45;"Wetter";121905;"‿ˈfæ̣ːɾə‿";"<""f{_r:4@>"
45;"Wetter";104396;"βɪːɾ̥";"BI:4_0"
45;"Wetter";97362;"ˈβe̜ˈɾɛ";"""Be_o""4E"
45;"Wetter";125086;"ˈvɛ̣thɐʾ";"""vE_rth6_O"
45;"Wetter";522626;"vɛːʁ";"vE:R"
45;"Wetter";132665;"vəˈdə̜";"v@""d@_o"
45;"Wetter";107810;"ve̜→ə̜ ve→ə̜‿";"ve*\@_o> ve_o*\@_o"
45;"Wetter";98155;"ˈvɛːɾəɹ‿";"""vE:4@r\>"
45;"Wetter";122935;"ˈvɛ̠dɐ̣";"""vE_-d6_r"
45;"Wetter";94235;"ˈvɛɾəɾ̰";"""vE4@4_X"
45;"Wetter";117629;"ˈveːə̜";"""ve:@_o"
45;"Wetter";122830;"ˈvɛ̜ːdɔ̟ʿ";"""vE_o:dO_+_c"
45;"Wetter";120820;"ˈvɛ̣ːɾɐ̟";"""vE_r:46_+"
45;"Wetter";142179;"ˈβɛdɐ";"""BEd6"
45;"Wetter";109582;"ˈvʋ̣l̠ʋ̣‿";"""vQ_rl_-Q_r>"
45;"Wetter";101858;"‿ˈvi̜ɐ";"<""vi_o6"
45;"Wetter";102330;"ˈvɪ̣jə̟";"""vI_rj@_+"
45;"Wetter";106665;"ˈvɛ̜ðə̜";"""vE_oD@_o"
45;"Wetter";142682;"ˈβɛtʁə̠ʾ";"""BEtR@_-_O"
45;"Wetter";116692;"ˈvɛ̜ʁd̰ə̠";"""vE_oRd_X@_-"
45;"Wetter";139652;"ˈvɛtʰɐ";"""vEt_h6"
45;"Wetter";101005;"ˈβɛdə / ˈβɛɾə";"""BEd@ / ""BE4@"
45;"Wetter";103156;"ˈβɛ̣ːə̜";"""BE_r:@_o"
45;"Wetter";94232;"ˈvɛ̣ɾɛ";"""vE_r4E"
45;"Wetter";138617;"ˈβæ̜ːðɐ";"""B{_o:D6"
45;"Wetter";116468;"‿ˈve̜ːə̜+";"<""ve_o:@_o+"
45;"Wetter";114506;"ˈve̜ːæ̣";"""ve_o:{_r"
45;"Wetter";136211;"ˈvɛɾə";"""vE4@"
45;"Wetter";120233;"ˈvæ̣ːɹə̟";"""v{_r:r\@_+"
45;"Wetter";534317;"ˈvetɐʾ";"""vet6_O"
45;"Wetter";125647;"ˈβe̜t̪ə̠";"""Be_ot_d@_-"
45;"Wetter";72112;"ˈvedə‿";"""ved@>"
45;"Wetter";115632;"ˈvɛːə̜";"""vE:@_o"
45;"Wetter";102156;"ˈveːə̟ ˈvɛdə̜";"""ve:@_+ ""vEd@_o ""vEd@_o-"
45;"Wetter";141726;"ˈvɛt̪a̠‿";"""vEt_da_->"
45;"Wetter";118882;"ˈvɛ̜ːɾə̠ʾ";"""vE_o:4@_-_O"
45;"Wetter";108461;"ˈvɛ̣ɾa̠";"""vE_r4a_-"
45;"Wetter";97691;"ˈvɛt̪ɐʾ";"""vEt_d6_O"
45;"Wetter";111294;"ˈvɛɭ͡ɭə̜";"""vEl_R*l_R@_o"
46;"Leute";122830;"ˈɭyːə";"""l_jy:@"
46;"Leute";98885;"llɤ→ɪ̠ʾt‿";"l7*\I_-_Ot>"
46;"Leute";139458;"ˈliːt̪ə";"""li:t_d@"
46;"Leute";102330;"lyʿ͡i̜ʾ";"ly_c*i_o_O"
46;"Leute";120820;"lyː";"ly:"
46;"Leute";101858;"lu̜→ɪ̠";"lu_o*\I_-"
46;"Leute";98572;"ly̜ː→ə";"ly_o:*\@"
46;"Leute";136865;"l̠yːt‿";"l_-y:t>"
46;"Leute";118165;"lʏ̣ː";"lY_r:"
46;"Leute";137182;"ˈlɐ→ɪd̪ə";"""l6*\Id_d@"
46;"Leute";106665;"lyʿːt‿";"ly_c:t>"
46;"Leute";72112;"‿ɮa̠→ɪd‿";"<K\a_-*\Id>"
46;"Leute";109582;"lʏ̣͡ʏʿt‿";"lY_r*Y_ct>"
46;"Leute";140365;"ˈlɔʿ→ɪtə";"""lO_c*\It@"
46;"Leute";98815;"llɤ→ɪt‿";"l7*\It>"
46;"Leute";141827;"ˈllɤ̜→ɪdə";"""l7_o*\Id@"
46;"Leute";124734;"ˈli̠ːɹə";"""li_-:r\@"
46;"Leute";97691;"ˈlʏ̠ʿːɣəʾ";"""lY_-_c:G@_O"
46;"Leute";116468;"‿ˈlyːə̟ʾ";"<""ly:@_+_O"
46;"Leute";105310;"ˈlyə";"""ly@"
46;"Leute";121678;"ˈliʾːɹə";"""li_O:r\@"
46;"Leute";119195;"lyːt‿";"ly:t>"
46;"Leute";99867;"ɭlɤʾ→ɪt‿";"l_j7_O*\It>"
46;"Leute";118146;"ly→əʾt̪‿";"ly*\@_Ot_d>"
46;"Leute";115632;"ˈlyːə̟";"""ly:@_+"
46;"Leute";98052;"llɤ→ɪ / llɤ→ɪ̣";"l7*\I / l7*\I_r"
46;"Leute";134656;"lʊ̜+k‿";"lU_o+k>"
46;"Leute";142132;"ˈliːtʰə";"""li:t_h@"
46;"Leute";112022;"ɭyː‿";"l_Ry:>"
46;"Leute";117816;"‿ˈla̠→ɪdə‿";"<""la_-*\Id@>"
46;"Leute";101005;"ˈlɐ̠→ɪɾə";"""l6_-*\I4@"
46;"Leute";100376;"l̠e̠ʾ͡ɪ̜k̰t‿";"l_-e_-_O*I_ok_Xt>"
46;"Leute";107810;"ly̜ː";"ly_o:"
46;"Leute";98830;"ˈlɐ̠→ɪɾə";"""l6_-*\I4@"
46;"Leute";119655;"ˈl̠yːe̠ʾt‿";"""l_-y:e_-_Ot>"
46;"Leute";124534;"ˈl̠yːjə̟";"""l_-y:j@_+"
46;"Leute";93399;"‿ʎa→ɪt‿";"<La*\It>"
46;"Leute";119269;"ˈlʏ̣ːəʾ";"""lY_r:@_O"
46;"Leute";116692;"lyt‿";"lyt>"
46;"Leute";97293;"li̠t‿";"li_-t>"
46;"Leute";97496;"ˈlʊø̜";"""lU2_o"
46;"Leute";112854;"lyʿː‿";"ly_c:>"
46;"Leute";120286;"ly̜ː";"ly_o:"
46;"Leute";126543;"ˈla̠→ɪɹə";"""la_-*\Ir\@"
46;"Leute";102505;"‿ly̜→ɪ̣";"<ly_o*\I_r"
46;"Leute";136211;"lʏk";"lYk"
46;"Leute";105687;"lyː";"ly:"
46;"Leute";139171;"lɔ̣ʿ→ɪ̜t‿";"lO_r_c*\I_ot>"
46;"Leute";135360;"lyː";"ly:"
46;"Leute";141434;"ˈlʌ̣→ɪʾdə";"""lV_r*\I_Od@"
46;"Leute";534207;"ˈløə";"""l2@"
46;"Leute";110034;"ˈlyːə";"""ly:@"
46;"Leute";84354;"‿ɭæ→ɪt‿";"<l_j{*\It>"
46;"Leute";111294;"ly̠ː";"ly_-:"
46;"Leute";138212;"ˈla→ẹd̰ə";"""la*\e_rd_X@"
46;"Leute";137478;"ˈllɤʾ→ɪtə";"""l7_O*\It@"
46;"Leute";127805;"‿ɭa→it";"<l_ja*\it"
46;"Leute";124374;"ˈliːdə̟";"""li:d@_+"
46;"Leute";142682;"ˈli̜ːtə";"""li_o:t@"
46;"Leute";106912;"ˈlyːə";"""ly:@"
46;"Leute";139327;"ˈlɔʿ→ɪ̜də";"""lO_c*\I_od@"
46;"Leute";94235;"llɤ→ɪ";"l7*\I"
46;"Leute";99852;"lạ→ɪ̣t‿";"la_r-*\I_rt>"
46;"Leute";142982;"ˈlɑ̟→ɪðə";"""lA_+*\ID@"
46;"Leute";114116;"ly̜ː‿";"ly_o:>"
46;"Leute";99705;"lœ̣ʿ→ɪ";"l9_r_c*\I"
46;"Leute";77404;"lʌ→ɪt";"lV*\It"
46;"Leute";94232;"ˈlɐ→ɪɾə";"""l6*\I4@"
46;"Leute";107244;"‿lyːt";"<ly:t"
46;"Leute";121905;"ˈlyə̠ʾ";"""ly@_-_O"
46;"Leute";126983;"ly→əʾtʰ‿";"ly*\@_Ot_h>"
46;"Leute";100418;"llɤʾ→ɪ";"l7_O*\I"
46;"Leute";109126;"lyt‿";"lyt>"
46;"Leute";126108;"ˈlyːɹə̟ː";"""ly:r\@_+:"
46;"Leute";94091;"ˈlɐ̠→ɪʁə";"""l6_-*\IR@"
46;"Leute";119029;"ˈllɤ→ɪ̠tə";"""l7*\I_-t@"
46;"Leute";123486;"ˈlɔ̣ʿ→ɪdə";"""lO_r_c*\Id@"
46;"Leute";107979;"lyː";"ly:"
46;"Leute";141726;"ˈlo̟→ɪ̠də";"""lo_+*\I_-d@"
46;"Leute";110375;"ˈlyːə";"""ly:@"
46;"Leute";112685;"lyː";"ly:"
46;"Leute";142407;"ˈlɔ̟ʿ→ɪɾə";"""lO_+_c*\I4@"
46;"Leute";522626;"ˈluːɪ̠";"""lu:I_-"
46;"Leute";124917;"ly̜ː";"ly_o:"
46;"Leute";138617;"ˈlɔ̟→ɪʾt̪ə";"""lO_+*\I_Ot_d@"
46;"Leute";136673;"la̠→ɪ̣t‿";"la_-*\I_rt>"
46;"Leute";122070;"l̠y̠ː";"l_-y_-:"
46;"Leute";141322;"ˈllɤ→ɪdœʿ";"""l7*\Id9_c"
46;"Leute";140999;"‿lø̠→e̠t̰‿";"<l2_-*\e_-t_X>"
46;"Leute";117389;"ˈli̜ːt̪ə";"""li_o-:t_d@"
46;"Leute";108461;"ˈliːə";"""li:@"
46;"Leute";123878;"ˈlyːə";"""ly:@"
46;"Leute";125086;"ˈl̰ạ→ɪðə";"""l_Xa_r*\ID@"
46;"Leute";102156;"lɐ→ɪt‿ lyː‿";"l6*\It> ly:>"
46;"Leute";122935;"ˈlɛ̜→ɪ̠tə";"""lE_o*\I_-t@"
46;"Leute";96934;"l̠ɐ→ɪt‿";"l_-6*\It>"
46;"Leute";142544;"llɤ→ɪt‿";"l7*\It>"
46;"Leute";116270;"lɐ̠→ẹt‿";"l6_-*\e_rt>"
46;"Leute";142179;"ˈllɤ→ɪtə";"""l7*\It@"
46;"Leute";127102;"ˈlɪ̠jə";"""lI_-j@"
46;"Leute";97420;"lɛ→ɪt‿";"lE*\It>"
46;"Leute";107178;"ˈlujə";"""luj@"
46;"Leute";114506;"ˈlyə";"""ly@"
46;"Leute";118512;"ly̜ʿ";"ly_o_c"
46;"Leute";118882;"lyːt̪‿";"ly:t_d>"
46;"Leute";98997;"ˈlit̰ə";"""lit_X@"
46;"Leute";126340;"ɭ̰i";"l_j_Xi"
46;"Leute";117629;"lyː‿";"ly:>"
46;"Leute";112823;"ˈlyʿːə";"""ly_c:@"
46;"Leute";108547;"ly̠ː";"ly_-:"
46;"Leute";98155;"llɤ→ɪ";"l7*\I"
46;"Leute";115354;"ly̠ː‿";"ly_-:>"
46;"Leute";139216;"liːt̰‿ / liːt‿";"li:t_X> / li:t>"
46;"Leute";100345;"lyːt‿";"ly:t>"
46;"Leute";110821;"l̠yː";"l_-y:"
46;"Leute";137105;"la̠→ə̣d‿";"la_-*\@_rd>"
46;"Leute";120233;"ˈlʏʿɪʾt̰‿";"""lY_cI_Ot_X>"
46;"Leute";96254;"lɐ̟→ɯt‿";"l6_+*\Mt>"
46;"Leute";125647;"ˈlɔ̟→ɪ̣d̪ə";"""lO_+*\I_rd_d@"
46;"Leute";142692;"lyː";"ly:"
46;"Leute";134531;"lʏ̣ː";"lY_r:"
46;"Leute";124194;"lyː ˈlyəʾ";"""ly@_O ly:"
46;"Leute";115080;"ˈluːjə";"""lu:j@"
46;"Leute";104872;"ˈlʊʿ→ɪə";"""lU_c*\I@"
46;"Leute";139652;"ˈllɤ̜→ɪdə";"""l7_o*\Id@"
46;"Leute";121128;"ˈlɛ̜→ɪtə";"""lE_o*\It@"
46;"Leute";77989;"‿lɛ̜→ɪt‿";"<lE_o*\It>"
47;"Ohren";121128;"o→ən";"o*\@n"
47;"Ohren";77404;"ˈoːən";"""o:@n"
47;"Ohren";141322;"‿ˈɯʾɻn̩‿";"<""M_Or\`n=>"
47;"Ohren";97293;"ø̜ʁn";"2_oRn"
47;"Ohren";100418;"ˈʊ̣ːə̜n";"""U_r:@_on"
47;"Ohren";96934;"ˈo→əɾə";"""o*\@4@"
47;"Ohren";126340;"ʊ→ən";"U*\@n"
47;"Ohren";116468;"ˈọːʁd̰.n̩";"""o_r:Rd_X.n="
47;"Ohren";97496;"ˈɔʁd̰.n̩";"""ORd_X.n="
47;"Ohren";84354;"‿o→ə̜ʾn‿";"<o*\@_o_On>"
47;"Ohren";97420;"ˈuːɾə";"""u:4@"
47;"Ohren";94091;"ʊ→ə̜n";"U*\@_on"
47;"Ohren";123878;"u̜→ən";"u_o*\@n"
47;"Ohren";142682;"ˈɯõ̜ʿn̩";"""Mo_o~_cn="
47;"Ohren";122070;"ˈuːə̟ʾn";"""u:@_+_On"
47;"Ohren";118512;"ˈʊ̜→əd.n̩͡n̩̥";"""U_o*\@d.n=*n=_0"
47;"Ohren";107810;"ˈɔːə̜n‿ ˈlɤ̟→ʊən‿";"""7_+*\U@n> ""O:@_on>"
47;"Ohren";121678;"o→ən";"o*\@n"
47;"Ohren";98052;"ˈʊ̣ːɹn̩";"""U_r:r\n="
47;"Ohren";112823;"oːʁn";"o:Rn"
47;"Ohren";137105;"ɔʿnː";"O_cn:"
47;"Ohren";124194;"ˈoː→əd.n̩ ˈuan";"""o:*\@d.n= ""uan"
47;"Ohren";116692;"ˈo̜ə̜n";"""o_o@_on"
47;"Ohren";138617;"ụɻn";"u_rr\`n"
47;"Ohren";136211;"ʊːʁ";"U:R"
47;"Ohren";99705;"ʊ̣ː→ən";"U_r:*\@n"
47;"Ohren";139458;"ˈuʿɔ̟n";"""u_cO_+n"
47;"Ohren";142692;"u→o̟ntʼ";"u*\o_+nt_>"
47;"Ohren";140999;"ˈuʿlɤ̟n";"""u_c7_+n"
47;"Ohren";119269;"ˈu̜ə̜n";"""u_o@_on"
47;"Ohren";137182;"ˈoːʁn̩";"""o:Rn="
47;"Ohren";118146;"ˈu̜əʾn";"""u_o@_On"
47;"Ohren";126543;"ˈoɣən";"""oG@n"
47;"Ohren";102156;"ˈo̜ːʁən ˈoʿːʌ̟n";"""o_c:V_+n ""o_o:R@n"
47;"Ohren";110034;"ˈo̜ːən";"""o_o:@n"
47;"Ohren";139327;"ˈoːə̠n";"""o:@_-n"
47;"Ohren";136673;"ʊ̜→ɔ̠n";"U_o*\O_-n"
47;"Ohren";141827;"ˈoɣn̩";"""oGn="
47;"Ohren";138212;"ˈo̜ʁn̩";"""o_oRn="
47;"Ohren";107244;"ʊ→ən";"U*\@n"
47;"Ohren";112685;"ˈọə̜n";"""o_r@_on"
47;"Ohren";107979;"‿ˈʊ→ə̠n̩";"<""U*\@_-n="
47;"Ohren";126108;"ʊʿ→ɐn";"U_c*\6n"
47;"Ohren";117389;"ˈo̜ːʁn̩";"""o_o:Rn="
47;"Ohren";124917;"ˈuːən";"""u:@n"
47;"Ohren";126983;"ˈʊ̜əʾn";"""U_o@_On"
47;"Ohren";107178;"ˈɔʿ→ʊəɾn";"""O_c*\U@4n"
47;"Ohren";127102;"ʊ̜ʿ→ɐ̠n";"U_o_c*\6_-n"
47;"Ohren";98572;"ˈɐ→ʊɔ̟ʿn̰";"""6*\UO_+_cn_X"
47;"Ohren";100345;"ʊ͡ən";"U*@n"
47;"Ohren";108547;"ˈọʁd.n̩";"""o_rRd.n="
47;"Ohren";115080;"ˈʔə→ɔə̜ʿn";"""?@*\O@_o_cn"
47;"Ohren";122935;"ʊ̣→ə̠n‿";"U_r*\@_-n>"
47;"Ohren";134531;"ˈʊwæ̠ʾn";"""Uw{_-_On"
47;"Ohren";139216;"ʏ̠→ɐn";"Y_-*\6n"
47;"Ohren";115354;"ˈo→ə̜n‿";"""o*\@_on>"
47;"Ohren";98885;"uːʁ‿";"u:R>"
47;"Ohren";140365;"o̜→ɐn";"o_o*\6n"
47;"Ohren";119195;"ˈo̜ːɑn";"""o_o:An"
