# "Long-form" encoding of the complete PAD data
#
# date   : 2013-11-26 10:07:24
# source : /sources/original_corrected.csv
#
# Each word in the data is put on a separate line, and is given an unique ID in the first column.
# These IDs are also used in the alignment files.
# The column CONCEPT lists the meaning-designation as used in the original data.
# Because this is dialect data, almost all words with the same meaning are also cognate, but not all!
# Also, some cognate words were distinguished in the original data (e.g. "Äpfeln" and "Äpfelchen").
# There were also a few erroneous classifications (e.g. between "recht" and "lauter").
# Some words have been divided into separate cognate sets (e.g. various non-cognate words for "Dienstag").
# The column COUNTERPART lists the actual form as originally transcribed.
# The column CONCEPTID lists the numbers as used in the original data
# The column DOCULECT lists the short name of the village. See /data/doculects.csv for more info on each village.
# The column TOKENS lists a tokenization of the original transcription into phonetic units (according to the transcription!).
# The column COGID lists a separate ID for all words that are actually cognate. These IDs are summarized in the file /data/cognatesets.csv
#
ID	CONCEPT	COUNTERPART	CONCEPTID	DOCULECT	TOKENS	COGID
26728	Eier	ɐ→ɪɐ	171	Niederauerbach	ɐ→ɪ ɐ	1042
26729	Eier	ɐ̜→ɪθ	171	Docelles	ɐ̜→ɪ θ	1042
26730	Eier	ɐ̣→ɪəɾ̥	171	Weyhers	ɐ̣→ɪ ə ɾ̥	1042
26731	Eier	ɐɪ→ɛʁ	171	Kleinbottwar	ɐ ɪ→ɛ ʁ	1042
26732	Eier	ɔ̣→ɐ	171	Ulbering	ɔ̣→ɐ	1042
26733	Eier	ɛ̣→ɪjəɾ	171	Hohenkörben	ɛ̣→ɪ j ə ɾ	1042
26734	Eier	ɐ̜→ɪəɹ	171	Herbornseelbach	ɐ̜→ɪ ə ɹ	1042
26735	Eier	e→ɪ̣əʁə	171	Gottsbüren	e→ɪ̣ ə ʁ ə	1042
26736	Eier	a→ɪjə	171	Oiste	a→ɪ j ə	1042
26737	Eier	ɐ̟→ɪəʀ̥	171	Leuth	ɐ̟→ɪ ə ʀ̥	1042
26738	Eier	ɐ̟→ɪə̜	171	Wasbek	ɐ̟→ɪ ə̜	1042
26739	Eier	æ̠→ɪ͡ɪə	171	NeuSchadow	æ̠→ɪ͡ɪ ə	1042
26740	Eier	aja̠	171	Grosswechsungen	a j a̠	1042
26741	Eier	a̠ːɪ→ɐ	171	Bruch	a̠ː ɪ→ɐ	1042
26742	Eier	a̠jə̜‿	171	Ebstorf	a̠ j ə̜	1042
26743	Eier	ɐ→ɪəɾ	171	Tann(Rhön)	ɐ→ɪ ə ɾ	1042
26744	Eier	a̠→ɪjɔ̟ʿ	171	Pretzsch(El)	a̠→ɪ j ɔ̟ʿ	1042
26745	Eier	a̠jɐ	171	GrossJamno	a̠ j ɐ	1042
26746	Eier	vɔ→ɐ	171	Schachach	v ɔ→ɐ	1042
26747	Eier	ɐ→ɪɐʾ	171	Wieda	ɐ→ɪ ɐʾ	1042
26748	Eier	a̠→ɪ͡ɪœ̜ʿ	171	Altwarp	a̠→ɪ͡ɪ œ̜ʿ	1042
26749	Eier	a̠→ɪʃ̠ɔʿ	171	Cursdorf	a̠→ɪ ʃ̠ ɔʿ	1042
26750	Eier	a̠→ɪ̣xɛ̣	171	GrossMohrdorf	a̠→ɪ̣ x ɛ̣	1042
26751	Eier	a̠→ɪər͡r̥	171	Ebertshausen	a̠→ɪ ə r͡r̥	1042
26752	Eier	ɐ→ɪə͡ə+	171	Wasbüttel	ɐ→ɪ ə͡ə+	1042
26753	Eier	oʿ→ɪə̜	171	Pielenhofen	oʿ→ɪ ə̜	1042
26754	Eier	ɛ→ɪ͡ɪ→ə̜	171	Wüllen	ɛ→ɪ͡ɪ→ə̜	1042
26755	Eier	e̜→ɪɔ̣̈ʿ	171	Rosenthal	e̜→ɪ ɔ̣̈ʿ	1042
26756	Eier	‿ɐ→ɪjə‿	171	Bonn	ɐ→ɪ j ə	1042
26757	Eier	a→ɪə̜	171	Nürnberg	a→ɪ ə̜	1042
26758	Eier	ɐ→ɪə̜+	171	Niedernhausen	ɐ→ɪ ə̜+	1042
26759	Eier	ɐ→ɪ͡ɪœ̠	171	Falkenthal	ɐ→ɪ͡ɪ œ̠	1042
26760	Eier	æ̜→ɪ͡ɪɐ̟	171	Rossau	æ̜→ɪ͡ɪ ɐ̟	1042
26761	Eier	‿ɐ→ɪ̣͡ɪ̣əʾɾ̥	171	Obermaisel	ɐ→ɪ̣͡ɪ̣ əʾ ɾ̥	1042
26762	Eier	‿ɔ→ɪ̠͡ɪ̠ə̜ʾʁ̰	171	Hermannsreuth	ɔ→ɪ̠͡ɪ̠ ə̜ʾ ʁ̰	1042
26763	Eier	ɐ→ɪjɑ̟	171	Hönebach	ɐ→ɪ j ɑ̟	1042
26764	Eier	ɐ→ɪə̜+	171	Lippramsdorf	ɐ→ɪ ə̜+	1042
26765	Eier	eə̠ʾɻ	171	Jonsdorf	e ə̠ʾ ɻ	1042
26766	Eier	ɛːɪ̜→ə̃ʁ	171	Clausthal(Zf)	ɛː ɪ̜→ə̃ ʁ	1042
26767	Eier	ɐ̜ʾ→ɪə̜ʾ	171	Jeetzel	ɐ̜ʾ→ɪ ə̜ʾ	1042
26768	Eier	o→ə̜ɽ	171	Klafferstrass	o→ə̜ ɽ	1042
26769	Eier	ɑ̟ːjɐ	171	Oberwürzbach	ɑ̟ː j ɐ	1042
26770	Eier	a→ɪ̣jə̟ʾ	171	Hagen	a→ɪ̣ j ə̟ʾ	1042
26771	Eier	a̠ːɪ→ə̜+	171	Vielbrunn	a̠ː ɪ→ə̜+	1042
26772	Eier	ɔ͡ɔ̜r	171	Pöttmes	ɔ͡ɔ̜ r	1042
26773	Eier	a̠→ɪjɐ	171	Gersdorf	a̠→ɪ j ɐ	1042
26774	Eier	ɑ→ɪ͡ɪɔ̟	171	Hundisburg	ɑ→ɪ͡ɪ ɔ̟	1042
26775	Eier	œʿj̠ə̜	171	Herrentrup	œʿ j̠ ə̜	1042
26776	Eier	ɐ̣→ɪ̣͡ɪ̣ə̟	171	Bennin	ɐ̣→ɪ̣͡ɪ̣ ə̟	1042
26777	Eier	ɑ̣→ɪəɾ̥	171	Weidenbach	ɑ̣→ɪ ə ɾ̥	1042
26778	Eier	ɒːjɛ	171	Ungstein	ɒː j ɛ	1042
26779	Eier	ɐ̠→ɪ̰͡ɪ→əɾ	171	Wittelsberg	ɐ̠→ɪ̰͡ɪ→ə ɾ	1042
26780	Eier	ɑ̟ːɪ→ə̜	171	Eschelbronn	ɑ̟ː ɪ→ə̜	1042
26781	Eier	‿ɑ̟→ɪ͡ɪʌʾ	171	Gornsdorf	ɑ̟→ɪ͡ɪ ʌʾ	1042
26782	Eier	ɐʾ→ɪə̜+	171	Siebenbach	ɐʾ→ɪ ə̜+	1042
26783	Eier	ɑ→ɪ͡ɪjə̜+	171	Herdecke	ɑ→ɪ͡ɪ j ə̜+	1042
26784	Eier	ijɛ̠	171	Herdecke	i j ɛ̠	1042
26785	Eier	ɔ→ɪəχ	171	Oberhomberg	ɔ→ɪ ə χ	1042
26786	Eier	ɑ̟ʁ	171	Astfeld	ɑ̟ ʁ	1042
26787	Eier	ʔa̠→ɪ͡ɪɛ̠	171	Götz	ʔ a̠→ɪ͡ɪ ɛ̠	1042
26788	Eier	ɐ→ɪəɾ	171	Endenburg	ɐ→ɪ ə ɾ	1042
26789	Eier	æɣəʁ̰‿	171	Bremscheid	æ ɣ ə ʁ̰	1042
26790	Eier	ɐ̠→ɪəɾ	171	Lohra	ɐ̠→ɪ ə ɾ	1042
26791	Eier	ɑ→ɪjɔʿ	171	Ballhausen	ɑ→ɪ j ɔʿ	1042
26792	Eier	a→ɨ→a	171	Gelting	a→ɨ→a	1042
26793	Eier	a̠→ɪ͡ɪʌ	171	Lampertswalde	a̠→ɪ͡ɪ ʌ	1042
26794	Eier	ɑ→ɪ͡ɪə̜	171	Mastershausen	ɑ→ɪ͡ɪ ə̜	1042
26795	Eier	ɑ̟ːɪ→ə̜	171	Osterbruch	ɑ̟ː ɪ→ə̜	1042
26796	Eier	o→ɪɪ→ə̜	171	Hartenstein	o→ɪ ɪ→ə̜	1042
26797	Eier	ɛ→ɪjɛ̠	171	Ruhlsdorf	ɛ→ɪ j ɛ̠	1042
26798	Eier	æ→ɪɪœ̠ʿ	171	Grünow	æ→ɪ ɪ œ̠ʿ	1042
26799	Eier	ɛ→ɪ͡ɪə̜	171	Wemb	ɛ→ɪ͡ɪ ə̜	1042
26800	Eier	‿ɐ→ɪəɾ̥	171	Igling	ɐ→ɪ ə ɾ̥	1042
26801	Eier	a̠→ɪjɐ	171	Mirow	a̠→ɪ j ɐ	1042
26802	Eier	a̠→ɪjʌ̟	171	Altenberg	a̠→ɪ j ʌ̟	1042
26803	Eier	ɑ̟→ɪ̠əʾʔ	171	Kruft	ɑ̟→ɪ̠ əʾ ʔ	1042
26804	Eier	a̠ː	171	Huddestorf	a̠ː	1042
26805	Eier	ɑ̟→ɪ̣͡ɪ̣œ̠	171	Schönbeck	ɑ̟→ɪ̣͡ɪ̣ œ̠	1042
26806	Eier	ɐ̠ːɪ→əɾ	171	Barssel	ɐ̠ː ɪ→ə ɾ	1042
26807	Eier	ɐ→ɪ̣j̰ə̟ʁ	171	Dreeke	ɐ→ɪ̣ j̰ ə̟ ʁ	1042
26808	Eier	ɑ→ɪjə̟	171	Albersloh	ɑ→ɪ j ə̟	1042
26809	Eier	ɐ̟→ɪ͡ɪ→ə	171	Hammah	ɐ̟→ɪ͡ɪ→ə	1042
26810	Eier	ɐ̠→ẹə̟	171	Herssum	ɐ̠→ẹ ə̟	1042
26811	Eier	ɐ̠ːɪ→ə̜	171	Röhrda	ɐ̠ː ɪ→ə̜	1042
26812	Eier	a̠→ɪjʌ̟	171	Schraden	a̠→ɪ j ʌ̟	1042
26813	Eier	a̠ɪ→ɛ	171	KirchKogel	a̠ ɪ→ɛ	1042
26814	Eier	oːɪ→ɐ	171	Treffelstein	oː ɪ→ɐ	1042
26815	Eier	ɑ̟ːɪ→əɾ	171	Allna	ɑ̟ː ɪ→ə ɾ	1042
26816	Eier	a̠→ɪ͡ɪø	171	Herzfeld	a̠→ɪ͡ɪ ø	1042
26817	Eier	ɑ̟→ɪɪɛ̠	171	Exdorf	ɑ̟→ɪ ɪ ɛ̠	1042
26818	Eier	ɔ͡ɒ̰˻ɾ̥	171	Langenbruck	ɔ͡ɒ̰˻ ɾ̥	1042
26819	Eier	æ→ɪjɐ̜	171	Jacobsdorf	æ→ɪ j ɐ̜	1042
26820	Eier	ɐ→ɪə	171	Ottowind	ɐ→ɪ ə	1042
26821	Eier	ɛːɾ	171	Schnepfenbach	ɛː ɾ	1042
26822	Eier	o̜→ɪə̰ɾ	171	Iggingen	o̜→ɪ ə̰ ɾ	1042
26823	Eier	ɐ→ɪə̜	171	Horheim	ɐ→ɪ ə̜	1042
26824	Eier	ɛ→ɪ͡ɪ→əɾ	171	Orferode	ɛ→ɪ͡ɪ→ə ɾ	1042
26825	Eier	ɐ̠→ɪʾɐʾ	171	Brelingen	ɐ̠→ɪʾ ɐʾ	1042
26826	Eier	ɑːjɑ̟	171	Einöllen	ɑː j ɑ̟	1042
26827	Eier	a̠→ɪjɐ̟	171	Reetz	a̠→ɪ j ɐ̟	1042
26828	Eier	ɐ̠→ɪə	171	Schwabstedt	ɐ̠→ɪ ə	1042
26829	Eier	ɤʾ→ɪ̠ɐ	171	Valdorf	ɤʾ→ɪ̠ ɐ	1042
26830	Eier	e̜jəʾʁ	171	Hesselteich	e̜ j əʾ ʁ	1042
26831	Eier	œ→ɪj̜ɐ	171	Reelkirchen	œ→ɪ j̜ ɐ	1042
26832	Eier	ɑ̟→ɪəʁ	171	Vietmannsdorf	ɑ̟→ɪ ə ʁ	1042
26833	Eier	a→ɪ͡ɪœ̜ʿ	171	Vietmannsdorf	a→ɪ͡ɪ œ̜ʿ	1042
26834	Eier	ɐː→ɪ͡ɪ͡əɾ‿	171	Lohrhaupten	ɐː→ɪ͡ɪ͡ə ɾ	1042
26835	Eier	ɔ͡ə̜r	171	Oberviehbach	ɔ͡ə̜ r	1042
26836	Eier	ɐ→ɪɾ	171	Burgrieden	ɐ→ɪ ɾ	1042
26837	Eier	a→ɪ̜͡ɐ̣	171	Stöcken	a→ɪ̜͡ɐ̣	1042
26838	Eier	a̠→ɪjə̟ʾ	171	Altlandsberg	a̠→ɪ j ə̟ʾ	1042
26839	Eier	ɛ→ɪjəʁə	171	Adorf	ɛ→ɪ j ə ʁ ə	1042
26840	Eier	ɐ→ɪ̣jɛ̠	171	Odenspiel	ɐ→ɪ̣ j ɛ̠	1042
26841	Eier	ɐʾ→ɪ̠əʾː	171	Freden	ɐʾ→ɪ̠ əʾː	1042
26842	Eier	ɛɣəɾ̥	171	Engter	ɛ ɣ ə ɾ̥	1042
26843	Eier	a̠→ɪjʌʾ	171	Rosswein	a̠→ɪ j ʌʾ	1042
26844	Eier	a→ɪə̜+	171	Hohwacht(Os)	a→ɪ ə̜+	1042
26845	Eier	‿ɛ̣→ɪə	171	Wentorf(Sand)	ɛ̣→ɪ ə	1042
26846	Eier	ɑ̟→ɪ͡ɪạ	171	Borstendorf	ɑ̟→ɪ͡ɪ ạ	1042
26847	Eier	a→ɪjø̜ʿ	171	Gresenhorst	a→ɪ j ø̜ʿ	1042
26848	Eier	ɛ̣ːç͡jɛ	171	Dexbach	ɛ̣ː ç͡j ɛ	1042
26849	Eier	ɑ̟ːɪ̜→ə	171	Diekhusen	ɑ̟ː ɪ̜→ə	1042
26850	Eier	aː→ɪəɹ	171	Offdilln	aː→ɪ ə ɹ	1042
26851	Eier	‿a̠→ɪ͡ɪɐʾ	171	Gerbstedt	a̠→ɪ͡ɪ ɐʾ	1042
26852	Eier	ɐ→ɪəʾ	171	Eversen	ɐ→ɪ əʾ	1042
26853	Eier	ɑ̠ːɪ→ə	171	Osterhagen	ɑ̠ː ɪ→ə	1042
26854	Eier	ɐ→ɪəʾ‿	171	Ohrdorf	ɐ→ɪ əʾ	1042
26855	Eier	a̠ːjə̠ɻ	171	Rammenau	a̠ː j ə̠ ɻ	1042
26856	Eier	a̠→ɪjɐ	171	Schellroda	a̠→ɪ j ɐ	1042
26857	Eier	aːʁə	171	Ahrbergen	aː ʁ ə	1042
26858	Eier	ɛːɾ̥̰͡ɕ	171	Volkershausen	ɛː ɾ̥̰͡ɕ	1042
26859	Eier	ɐ̟→ɪər	171	Bardenfleth	ɐ̟→ɪ ə r	1042
26860	Eier	a→ɪə̠ɹə	171	Wernigerode	a→ɪ ə̠ ɹ ə	1042
26861	Eier	a→ɪɛ̠	171	Breddin	a→ɪ ɛ̠	1042
26862	Eier	ɐ̟→ɪ͡ɪ→ə̟	171	Grossenwiehe	ɐ̟→ɪ͡ɪ→ə̟	1042
26863	Eier	a̠→ɪ͡ɪɐ	171	Grünlichtenberg	a̠→ɪ͡ɪ ɐ	1042
26864	Eier	ɑ̣ʿ→ɪəɾ	171	Höchstädt(Don)	ɑ̣ʿ→ɪ ə ɾ	1042
26865	Eier	ɛ̜→ɪjɔ̠	171	Mockern	ɛ̜→ɪ j ɔ̠	1042
26866	Eier	ɔ→ɪər	171	Bempflingen	ɔ→ɪ ə r	1042
26867	Eier	ɑʾ→ɪjɛ̠ʾː	171	Hartenfels	ɑʾ→ɪ j ɛ̠ʾː	1042
26868	Eier	a̠→ɪə	171	Holmkjer	a̠→ɪ ə	1042
#
27662	Eis	ɛ̠→ɪ͡ɪəs	177	Oberwürzbach	ɛ̠→ɪ͡ɪ ə s	1046
27663	Eis	ɐ̣ʾ→ɪs	177	Pfaffenrot	ɐ̣ʾ→ɪ s	1046
27664	Eis	i̜ːs	177	Endenburg	i̜ː s	1046
27665	Eis	‿a̠→ɪs	177	Klafferstrass	a̠→ɪ s	1046
27666	Eis	ɔ̟ʿ→ɪs	177	Schachach	ɔ̟ʿ→ɪ s	1046
27667	Eis	æ→ɪs	177	Gelting	æ→ɪ s	1046
27668	Eis	ɪ̣ːs	177	Lippramsdorf	ɪ̣ː s	1046
27669	Eis	ɐ̜→ɪs	177	Vielbrunn	ɐ̜→ɪ s	1046
27670	Eis	ɔʿ͡ɐ→ɪs	177	Treffelstein	ɔʿ͡ɐ→ɪ s	1046
27671	Eis	ɐ→ɪs	177	Höchstädt(Don)	ɐ→ɪ s	1046
27672	Eis	iːs̠	177	Wemb	iː s̠	1046
27673	Eis	ɔʿ→ɪs	177	Volkershausen	ɔʿ→ɪ s	1046
27674	Eis	a̠→ɪs̠	177	Ulbering	a̠→ɪ s̠	1046
27675	Eis	ʊː→ɪs	177	Brockhausen	ʊː→ɪ s	1046
27676	Eis	ɛ̠→ɪs	177	Siebenbach	ɛ̠→ɪ s	1046
27677	Eis	ɛ→ɪs	177	Oberau	ɛ→ɪ s	1046
27678	Eis	ɛ̠→ɪs	177	Oberau	ɛ̠→ɪ s	1046
27679	Eis	ɐ̟→ɪs	177	Pöttmes	ɐ̟→ɪ s	1046
27680	Eis	ɑʾ→ɪs	177	Schnepfenbach	ɑʾ→ɪ s	1046
27681	Eis	ɑ̣ʾ→ɪs	177	Weidenbach	ɑ̣ʾ→ɪ s	1046
27682	Eis	ɛ̠→ɪs	177	Burgrieden	ɛ̠→ɪ s	1046
27683	Eis	ʊ̣ʿ→ɪs	177	Herrentrup	ʊ̣ʿ→ɪ s	1046
27684	Eis	i̜͡is	177	Engter	i̜͡i s	1046
27685	Eis	a→ɪs	177	Altentrüdin	a→ɪ s	1046
27686	Eis	ɐ→ɪs	177	Ottowind	ɐ→ɪ s	1046
27687	Eis	i̜ːs	177	Weyhers	i̜ː s	1046
27688	Eis	ɐ̠→ɪs	177	Eschelbronn	ɐ̠→ɪ s	1046
27689	Eis	e͡ɪs	177	Adorf	e͡ɪ s	1046
27690	Eis	ə̜→ɪs	177	Bempflingen	ə̜→ɪ s	1046
27691	Eis	ɛ̣→ɪs	177	Bruch	ɛ̣→ɪ s	1046
27692	Eis	ɐ→ɪs	177	Kemmern	ɐ→ɪ s	1046
27693	Eis	ə̠ʾ→ɪs	177	Schömberg	ə̠ʾ→ɪ s	1046
27694	Eis	ɛ̜→ɪs	177	Oberhomberg	ɛ̜→ɪ s	1046
27695	Eis	ʊ̣ʿə̟s	177	Reelkirchen	ʊ̣ʿ ə̟ s	1046
27696	Eis	æ→ɪ̜s	177	Maxweiler	æ→ɪ̜ s	1046
27697	Eis	ạ→ɪs	177	Niederauerbach	ạ→ɪ s	1046
27698	Eis	ɛ̠→ɪs	177	Iggingen	ɛ̠→ɪ s	1046
27699	Eis	æ̜→ɪs	177	Eichenhofen	æ̜→ɪ s	1046
27700	Eis	ɐ̜→ɪs	177	Zellingen	ɐ̜→ɪ s	1046
27701	Eis	i̜ːs̠	177	Obermaisel	i̜ː s̠	1046
27702	Eis	ɐ̜→ɪs	177	Docelles	ɐ̜→ɪ s	1046
27703	Eis	a→ɪ̣s	177	Igling	a→ɪ̣ s	1046
27704	Eis	ɐ→ɪs	177	Ensheim	ɐ→ɪ s	1046
27705	Eis	ɐ̟→ɪs	177	Hartenstein	ɐ̟→ɪ s	1046
27706	Eis	ɐ̠→ɪs	177	Büdesheim	ɐ̠→ɪ s	1046
27707	Eis	ɐ→ɪs	177	Schauenstein	ɐ→ɪ s	1046
27708	Eis	iːs	177	Seelbach	iː s	1046
27709	Eis	ɐ̟→ɪs	177	Langenbruck	ɐ̟→ɪ s	1046
27710	Eis	ɐ̟→ɪs	177	Oberviehbach	ɐ̟→ɪ s	1046
27711	Eis	i̜ːs	177	Orferode	i̜ː s	1046
27712	Eis	iːs	177	Horheim	iː s	1046
27713	Eis	ɐ̃→ɪ̃s	177	Pielenhofen	ɐ̃→ɪ̃ s	1046
27714	Eis	ɐ̟→ɪs	177	Billingsbach	ɐ̟→ɪ s	1046
27715	Eis	ɪ̣s̠	177	Wüllen	ɪ̣ s̠	1046
27716	Eis	iːs̟͡s	177	Iversheim	iː s̟͡s	1046
27717	Eis	ɪ̣ːs̠	177	Leuth	ɪ̣ː s̠	1046
#
31433	Eise	iːs	203	Warpe	iː s	1046
31434	Eise	ɐ→ɪs	203	Rosenthal	ɐ→ɪ s	1046
31435	Eise	ɑʾ→ɪs̟	203	Kruft	ɑʾ→ɪ s̟	1046
31436	Eise	ɑ̣ɪs̠	203	Hermannsreuth	ɑ̣ ɪ s̠	1046
31437	Eise	ɐ̜→ɪs̠	203	Einöllen	ɐ̜→ɪ s̠	1046
31438	Eise	ɐ→ɪs	203	Herbornseelbach	ɐ→ɪ s	1046
31439	Eise	i̜ːs̠	203	Röhrda	i̜ː s̠	1046
31440	Eise	uː→ɪ̜z̟ə	203	Valdorf	uː→ɪ̜ z̟ ə	1046
31441	Eise	a̠→ɪ̜z‿	203	Exdorf	a̠→ɪ̜ z	1046
31442	Eise	iːs	203	Grossenwiehe	iː s	1046
31443	Eise	ɐ̟→ɪs̠‿	203	Landgrafroda	ɐ̟→ɪ s̠	1046
31444	Eise	ɐ→ɪs̟	203	Allna	ɐ→ɪ s̟	1046
31445	Eise	iːs̠	203	Altwarp	iː s̠	1046
31446	Eise	is̟	203	Kuhstedt	i s̟	1046
31447	Eise	ɐ̠ː→is̠	203	Hartenfels	ɐ̠ː→i s̠	1046
31448	Eise	i̜ːs̠	203	Helmers	i̜ː s̠	1046
31449	Eise	œ→ʏzə	203	Ahrbergen	œ→ʏ z ə	1046
31450	Eise	a̠→ɪ̜s̟ə	203	Rammenau	a̠→ɪ̜ s̟ ə	1046
31451	Eise	ʌ→is	203	Wildpoldsried	ʌ→i s	1046
31452	Eise	ɔʿː→ɪs	203	Ungstein	ɔʿː→ɪ s	1046
31453	Eise	iːs	203	Unterellen	iː s	1046
31454	Eise	is̟	203	Mirow	i s̟	1046
31455	Eise	a̠→ɪz̠‿	203	Maibrunn	a̠→ɪ z̠	1046
31456	Eise	iːs̠	203	KirchKogel	iː s̠	1046
31457	Eise	æ̜→ɪs̟ə	203	Odenspiel	æ̜→ɪ s̟ ə	1046
31458	Eise	ɪ̠ːzə	203	Mörshausen	ɪ̠ː z ə	1046
31459	Eise	iːðə	203	Dreeke	iː ð ə	1046
31460	Eise	a̠→ɪ̣sə	203	Cursdorf	a̠→ɪ̣ s ə	1046
31461	Eise	iːs	203	Tann(Rhön)	iː s	1046
31462	Eise	a̠→ɪ̜s	203	Grünlichtenberg	a̠→ɪ̜ s	1046
31463	Eise	‿ɛ̠→ɪs	203	Winterspelt	ɛ̠→ɪ s	1046
31464	Eise	iːzə	203	Wieda	iː z ə	1046
31465	Eise	ạ→ɪə̰s	203	Altlandsberg	ạ→ɪ ə̰ s	1046
31466	Eise	iːz͡s	203	Rossau	iː z͡s	1046
31467	Eise	iːs̠‿	203	Osterbruch	iː s̠	1046
31468	Eise	ɐ→ɪs	203	Wittelsberg	ɐ→ɪ s	1046
31469	Eise	iːs̟ə	203	Schellroda	iː s̟ ə	1046
31470	Eise	ɛ̜→ɪs	203	Pretzsch(El)	ɛ̜→ɪ s	1046
31471	Eise	ɐ→ɪs	203	Dexbach	ɐ→ɪ s	1046
31472	Eise	ɛ̠ʾ→ɪʒ̟ə	203	Bremscheid	ɛ̠ʾ→ɪ ʒ̟ ə	1046
31473	Eise	iːs	203	Holmkjer	iː s	1046
31474	Eise	a̠→ɪs	203	Theuma	a̠→ɪ s	1046
31475	Eise	ɐ̠→ɪs	203	Frohnhausen	ɐ̠→ɪ s	1046
31476	Eise	ɪ̣ːs	203	Breddin	ɪ̣ː s	1046
31477	Eise	iːs̠‿	203	Ohrdorf	iː s̠	1046
31478	Eise	ɐ̟→ɪs	203	Lohra	ɐ̟→ɪ s	1046
31479	Eise	iːs	203	Engelsbach	iː s	1046
31480	Eise	ʔa̠→ɪs̠	203	Altenberg	ʔ a̠→ɪ s̠	1046
31481	Eise	a̠→ɪsə̟	203	Linz	a̠→ɪ s ə̟	1046
31482	Eise	ɪ̜s̠	203	Bennin	ɪ̜ s̠	1046
31483	Eise	i̠ːz̠ə	203	Oiste	i̠ː z̠ ə	1046
31484	Eise	ɛ→ɪs	203	Mastershausen	ɛ→ɪ s	1046
31485	Eise	‿ʊ̟ʿ→ɪʾzə	203	Hesselteich	ʊ̟ʿ→ɪʾ z ə	1046
31486	Eise	ʌ̟→iːs̠ə	203	Kleinbottwar	ʌ̟→iː s̠ ə	1046
31487	Eise	iːʒ+	203	Gresenhorst	iː ʒ+	1046
31488	Eise	ɛ̣→ɪs̟	203	Herdecke	ɛ̣→ɪ s̟	1046
31489	Eise	i̜ːz̠ə‿	203	Herdecke	i̜ː z̠ ə	1046
31490	Eise	a̠→ɪ̜zə̟	203	Lippen	a̠→ɪ̜ z ə̟	1046
31491	Eise	æ̠→ɪ̜s̠	203	NeuSchadow	æ̠→ɪ̜ s̠	1046
31492	Eise	i̜ːs	203	Eversen	i̜ː s	1046
31493	Eise	i̠ʃ̟	203	Albersloh	i̠ ʃ̟	1046
31494	Eise	i̠ːs̠	203	Hammah	i̠ː s̠	1046
31495	Eise	iːs̠͡z̠	203	Grünow	iː s̠͡z̠	1046
31496	Eise	ɐ̜+→ɪs	203	Lohrhaupten	ɐ̜+→ɪ s	1046
31497	Eise	iːs	203	Atzendorf	iː s	1046
31498	Eise	æ̜→ɪs	203	Peterskirchen	æ̜→ɪ s	1046
31499	Eise	iːs̠	203	Schönbeck	iː s̠	1046
31500	Eise	iːsə	203	Ballhausen	iː s ə	1046
31501	Eise	i̜ːs̠	203	Haddorf	i̜ː s̠	1046
31502	Eise	a→ɪ̜ðə	203	Schraden	a→ɪ̜ ð ə	1046
31503	Eise	‿ɑ̟→ɪ̣ə̰s‿	203	Gornsdorf	ɑ̟→ɪ̣ ə̰ s	1046
31504	Eise	iːth	203	Ruhlsdorf	iː th	1046
31505	Eise	iːs̠	203	Ruhlsdorf	iː s̠	1046
31506	Eise	is̟	203	Ebstorf	i s̟	1046
31507	Eise	ɪ̣ːs	203	Aachen	ɪ̣ː s	1046
31508	Eise	iːs̠	203	Wernigerode	iː s̠	1046
31509	Eise	i̠ːs̠	203	Jeetzel	i̠ː s̠	1046
31510	Eise	i̜ːs̟	203	GrossMohrdorf	i̜ː s̟	1046
31511	Eise	ɑ̟→ɪs̟ə	203	Wehrsdorf	ɑ̟→ɪ s̟ ə	1046
31512	Eise	iːs	203	Götz	iː s	1046
31513	Eise	iːs̠	203	Hohwacht(Os)	iː s̠	1046
31514	Eise	ɐ̟→ɪðə	203	Osterfeld	ɐ̟→ɪ ð ə	1046
31515	Eise	a̠→ɪ̣s	203	Borstendorf	a̠→ɪ̣ s	1046
31516	Eise	iːs̠	203	Bardenfleth	iː s̠	1046
31517	Eise	is	203	Köln	i s	1046
31518	Eise	iθ̠	203	Hönebach	i θ̠	1046
31519	Eise	ɐ̟→ɪzəʾ	203	Mockern	ɐ̟→ɪ z əʾ	1046
31520	Eise	‿ạ→ɪs	203	Ramsau(Berch)	ạ→ɪ s	1046
31521	Eise	a̠→ɪ̣zə	203	Ebertshausen	a̠→ɪ̣ z ə	1046
31522	Eise	ɐ→ɪs	203	Nürnberg	ɐ→ɪ s	1046
31523	Eise	ɐ→ɪs	203	Astfeld	ɐ→ɪ s	1046
31524	Eise	ɑ̟→ɪjəs̠	203	GrossJamno	ɑ̟→ɪ j ə s̠	1046
31525	Eise	ɑ̟→ẹzə̟	203	Gerbstedt	ɑ̟→ẹ z ə̟	1046
31526	Eise	ɪi̜s	203	Verchen	ɪ i̜ s	1046
31527	Eise	is͡z‿	203	Barssel	i s͡z	1046
31528	Eise	i̜s̠	203	Herssum	i̜ s̠	1046
31529	Eise	iːs̠	203	Jürgenshagen	iː s̠	1046
31530	Eise	a̠→ɪ̜ðə	203	Gersdorf	a̠→ɪ̜ ð ə	1046
31531	Eise	iːz	203	Falkenthal	iː z	1046
