# "Long-form" encoding of the complete PAD data
#
# date   : 2013-11-26 10:07:24
# source : /sources/original_corrected.csv
#
# Each word in the data is put on a separate line, and is given an unique ID in the first column.
# These IDs are also used in the alignment files.
# The column CONCEPT lists the meaning-designation as used in the original data.
# Because this is dialect data, almost all words with the same meaning are also cognate, but not all!
# Also, some cognate words were distinguished in the original data (e.g. "Äpfeln" and "Äpfelchen").
# There were also a few erroneous classifications (e.g. between "recht" and "lauter").
# Some words have been divided into separate cognate sets (e.g. various non-cognate words for "Dienstag").
# The column COUNTERPART lists the actual form as originally transcribed.
# The column CONCEPTID lists the numbers as used in the original data
# The column DOCULECT lists the short name of the village. See /data/doculects.csv for more info on each village.
# The column TOKENS lists a tokenization of the original transcription into phonetic units (according to the transcription!).
# The column COGID lists a separate ID for all words that are actually cognate. These IDs are summarized in the file /data/cognatesets.csv
#
ID	CONCEPT	COUNTERPART	CONCEPTID	DOCULECT	TOKENS	COGID
3138	schlechten	ʃ̟leːʃ̟tə	25	Niederauerbach	ʃ̟ l eː ʃ̟ t ə	1127
3139	schlechten	ʃ̠la̠ː→ɪ̜j̰t.n̩	25	Orferode	ʃ̠ l a̠ː→ɪ̜ j̰ t n̩	1127
3140	schlechten	ʒ͡ʃlaχti̜	25	Endenburg	ʒ͡ʃ l a χ t i̜	1127
3141	schlechten	ʒ͡ʃlaːχti̜	25	Endenburg	ʒ͡ʃ l aː χ t i̜	1127
3142	schlechten	ʒlaχtị	25	Endenburg	ʒ l a χ t ị	1127
3143	schlechten	ʃlɛçtə̟	25	Pielenhofen	ʃ l ɛ ç t ə̟	1127
3144	schlechten	ʃlɛçtə	25	Brockhausen	ʃ l ɛ ç t ə	1127
3145	schlechten	ɬlæ̠→ɪt.n̩	25	Leuth	ɬ l æ̠→ɪ t n̩	1127
3146	schlechten	ʃlɛːçtə̟	25	Pfaffenrot	ʃ l ɛː ç t ə̟	1127
3147	schlechten	ʃle̜͡ɪ̜ɕtə	25	Docelles	ʃ l e̜͡ɪ̜ ɕ t ə	1127
3148	schlechten	ʃlɑ̟χt.n̩‿	25	Ottowind	ʃ l ɑ̟ χ t n̩	1127
3149	schlechten	ʃ̠lɛ̠çtə	25	Herrentrup	ʃ̠ l ɛ̠ ç t ə	1127
3150	schlechten	ʃ͡ʒlɑ̟xt̰ə	25	Volkershausen	ʃ͡ʒ l ɑ̟ x t̰ ə	1127
3151	schlechten	ʃleːçtə	25	Siebenbach	ʃ l eː ç t ə	1127
3152	schlechten	ʃlɛx̟tə̟	25	Iggingen	ʃ l ɛ x̟ t ə̟	1127
3153	schlechten	ʃlɑ̟xtə	25	Schnepfenbach	ʃ l ɑ̟ x t ə	1127
3154	schlechten	ʃ̫lɛçtə̜	25	Schauenstein	ʃ̫ l ɛ ç t ə̜	1127
3155	schlechten	ʃ͡ʒlɛ͡ə̜ç̠tə	25	Bempflingen	ʃ͡ʒ l ɛ͡ə̜ ç̠ t ə	1127
3156	schlechten	s̠l̠ɛ͡əx̟tʰə̟	25	Wüllen	s̠ l̠ ɛ͡ə x̟ tʰ ə̟	1127
3157	schlechten	ʃlɛ→ə̜tə̣	25	Schömberg	ʃ l ɛ→ə̜ t ə̣	1127
3158	schlechten	ʃlɛçtə̣	25	Höchstädt(Don)	ʃ l ɛ ç t ə̣	1127
#
7470	schneien	ʃ̠nɑ̟jə̣n	52	Gerbstedt	ʃ̠ n ɑ̟ j ə̣ n	1129
7471	schneien	ʃ̫nɑ̟→ɪ͡ɪɐ̟	52	Theuma	ʃ̫ n ɑ̟→ɪ͡ɪ ɐ̟	1129
7472	schneien	ʃnɐ̠ː→ɪ̜n	52	Eversen	ʃ n ɐ̠ː→ɪ̜ n	1129
7473	schneien	ʃ̠nɛ→ɪi̜n̥	52	Grosswechsungen	ʃ̠ n ɛ→ɪ i̜ n̥	1129
7474	schneien	s̠niːn̩͡n̥	52	Breddin	s̠ n iː n̩͡n̥	1129
7475	schneien	ʃnɛɪn	52	Engelsbach	ʃ n ɛ ɪ n	1129
7476	schneien	snɪd.n̩	52	Herzfeld	s n ɪ d n̩	1129
7477	schneien	snɛ→i̜n	52	Stöcken	s n ɛ→i̜ n	1129
7478	schneien	ʃ̨na̠ɪn	52	Gersdorf	ʃ̨ n a̠ ɪ n	1129
7479	schneien	ʃneːn͡n̥̩	52	Mirow	ʃ n eː n͡n̥̩	1129
7480	schneien	ʃniːŋ̩	52	Schwabstedt	ʃ n iː ŋ̩	1129
7481	schneien	ʃna̠→ɪ͡ɪn	52	Jonsdorf	ʃ n a̠→ɪ͡ɪ n	1129
7482	schneien	ʃnɐ→ɪə	52	Rosenthal	ʃ n ɐ→ɪ ə	1129
7483	schneien	ʃnạ→ɪɕn̩	52	Cursdorf	ʃ n ạ→ɪ ɕ n̩	1129
7484	schneien	ʃ̠na̠→ɪ͡ɪn	52	Landgrafroda	ʃ̠ n a̠→ɪ͡ɪ n	1129
7485	schneien	ʃnæ̜ɪn	52	Götz	ʃ n æ̜ ɪ n	1129
7486	schneien	ʃnɛ→ɪ͡ɪ→ə̜+	52	Aachen	ʃ n ɛ→ɪ͡ɪ→ə̜+	1129
7487	schneien	ʃneːɪ̠n	52	Vietmannsdorf	ʃ n eː ɪ̠ n	1129
7488	schneien	ʃne͡ɪ̜n	52	Vietmannsdorf	ʃ n e͡ɪ̜ n	1129
7489	schneien	ʃ̫nɛ̣ɣn̩	52	Wieda	ʃ̫ n ɛ̣ ɣ n̩	1129
7490	schneien	ʃneːn̩	52	Herdecke	ʃ n eː n̩	1129
7491	schneien	ʃnɪ̠jɪn	52	Herdecke	ʃ n ɪ̠ j ɪ n	1129
7492	schneien	snɪ̣ːd̰.n̩	52	Jürgenshagen	s n ɪ̣ː d̰ n̩	1129
7493	schneien	ʃna→ɪn̩	52	Köln	ʃ n a→ɪ n̩	1129
7494	schneien	ʃna̠ɪn	52	Schraden	ʃ n a̠ ɪ n	1129
7495	schneien	ʃ̨nẹːŋ̩	52	Verchen	ʃ̨ n ẹː ŋ̩	1129
7496	schneien	ʃnẹjə̣nə	52	Gottsbüren	ʃ n ẹ j ə̣ n ə	1129
7497	schneien	ʃnɐ→ɪ̣ə	52	Dexbach	ʃ n ɐ→ɪ̣ ə	1129
7498	schneien	ʃnɛ̣→ɪ͡ɪ̜n͡n̥	52	Rossau	ʃ n ɛ̣→ɪ͡ɪ̜ n͡n̥	1129
7499	schneien	ʃnạjə̤	52	Gornsdorf	ʃ n ạ j ə̤	1129
7500	schneien	ʃneːŋ̥̩	52	Schönbeck	ʃ n eː ŋ̥̩	1129
7501	schneien	ʃnɐ→ɪn̩	52	Wehrsdorf	ʃ n ɐ→ɪ n̩	1129
7502	schneien	ʃ̫nɪ̣ːn͡n̥	52	Osterhagen	ʃ̫ n ɪ̣ː n͡n̥	1129
7503	schneien	ʃ̫ni̜jə̟n	52	Atzendorf	ʃ̫ n i̜ j ə̟ n	1129
7504	schneien	ʃnɐ→ɪjə̃n	52	Odenspiel	ʃ n ɐ→ɪ j ə̃ n	1129
7505	schneien	ʃ̠niːɡ.ŋ̩	52	GrossMohrdorf	ʃ̠ n iː ɡ ŋ̩	1129
7506	schneien	ʃ̟nɛ̠→ɪən	52	Freden	ʃ̟ n ɛ̠→ɪ ə n	1129
7507	schneien	s̠nœ→ʏɛ̜n	52	Ahrbergen	s̠ n œ→ʏ ɛ̜ n	1129
7508	schneien	snɑ̃ʾ→ə̣̃n	52	Ohrdorf	s n ɑ̃ʾ→ə̣̃ n	1129
7509	schneien	ʃ̫nɐ→ɪ͡ɪ→ə	52	Niedernhausen	ʃ̫ n ɐ→ɪ͡ɪ→ə	1129
7510	schneien	snɛ̣→ɪn	52	Oiste	s n ɛ̣→ɪ n	1129
7511	schneien	ʃ̠n̥æ̜→ɪ͡ɪ→ə	52	Helmers	ʃ̠ n̥ æ̜→ɪ͡ɪ→ə	1129
7512	schneien	ʃn̥ɛ̣→ɪjɪn	52	Hartenfels	ʃ n̥ ɛ̣→ɪ j ɪ n	1129
7513	schneien	ɕnɐ̟→ɪn̩	52	Mockern	ɕ n ɐ̟→ɪ n̩	1129
7514	schneien	ʃniːd.n̩	52	Diekhusen	ʃ n iː d n̩	1129
7515	schneien	‿ʃ̠ni̠ːjɪn̥	52	Albersloh	ʃ̠ n i̠ː j ɪ n̥	1129
7516	schneien	s̠ni̜d.n̩	52	Bennin	s̠ n i̜ d n̩	1129
7517	schneien	ʃ̠nɪːɡ.ŋ̩	52	Wolgast	ʃ̠ n ɪː ɡ ŋ̩	1129
7518	schneien	‿ʃne→ɪ̣jən‿	52	Winterspelt	ʃ n e→ɪ̣ j ə n	1129
7519	schneien	ʃnœ̜ʿɪ̣n͡n̥	52	Ebstorf	ʃ n œ̜ʿ ɪ̣ n͡n̥	1129
7520	schneien	ʃne̜→ijə	52	Einöllen	ʃ n e̜→i j ə	1129
7521	schneien	ʃna̠ɪn	52	Rosswein	ʃ n a̠ ɪ n	1129
7522	schneien	ʃnʊːɪ̠n̥	52	Valdorf	ʃ n ʊː ɪ̠ n̥	1129
7523	schneien	ʃnæ→ɪ̣n	52	Hammah	ʃ n æ→ɪ̣ n	1129
7524	schneien	ʃna̠ɪ̠n	52	Osterfeld	ʃ n a̠ ɪ̠ n	1129
7525	schneien	s̠nẽ͡ɪ̃n	52	Bardenfleth	s̠ n ẽ͡ɪ̃ n	1129
7526	schneien	‿ʃnɪjɪ̣n̥	52	Bremscheid	ʃ n ɪ j ɪ̣ n̥	1129
7527	schneien	ʃna̠→ɪ͡ɪənɔ̟	52	Reetz	ʃ n a̠→ɪ͡ɪ ə n ɔ̟	1129
7528	schneien	ʃnɪ̣ːn	52	Holmkjer	ʃ n ɪ̣ː n	1129
7529	schneien	ʃ̠na̠ɪn	52	Altenberg	ʃ̠ n a̠ ɪ n	1129
7530	schneien	ʃ̨nɛ̠→ɪjə̣n	52	Ruhlsdorf	ʃ̨ n ɛ̠→ɪ j ə̣ n	1129
7531	schneien	ʃneːn̥	52	Röhrda	ʃ n eː n̥	1129
7532	schneien	ʃ̠nɐ→ɪə	52	Offdilln	ʃ̠ n ɐ→ɪ ə	1129
7533	schneien	‿t̰ʃna→ɪjə̃	52	Jacobsdorf	t̰ ʃ n a→ɪ j ə̃	1129
7534	schneien	ʃ̠nɐ̟→ɪn	52	Osterbruch	ʃ̠ n ɐ̟→ɪ n	1129
7535	schneien	ʃnạɪn	52	Linz	ʃ n ạ ɪ n	1129
7536	schneien	ʃnɛ→ɪ	52	Wasbek	ʃ n ɛ→ɪ	1129
7537	schneien	ʃne̜jən	52	Lampertswalde	ʃ n e̜ j ə n	1129
7538	schneien	ʃnɑʔɪn	52	Mörshausen	ʃ n ɑ ʔ ɪ n	1129
7539	schneien	ʃnɐɪn	52	Lippen	ʃ n ɐ ɪ n	1129
7540	schneien	ʃ̫na̠ːɪn	52	Schmannewitz	ʃ̫ n a̠ː ɪ n	1129
7541	schneien	ʃ̫neən	52	GrossJamno	ʃ̫ n e ə n	1129
7542	schneien	ʃniːn̩	52	Hundisburg	ʃ n iː n̩	1129
7543	schneien	ʃ̠nɛ̜→ɪɪn͡n̥	52	Altlandsberg	ʃ̠ n ɛ̜→ɪ ɪ n͡n̥	1129
7544	schneien	ʃ̠nɐ→ɪən	52	Astfeld	ʃ̠ n ɐ→ɪ ə n	1129
7545	schneien	ʃnɐ→ɪə	52	Wittelsberg	ʃ n ɐ→ɪ ə	1129
7546	schneien	sni̜ːn̩	52	Hohwacht(Os)	s n i̜ː n̩	1129
7547	schneien	ʃne̜→ɪə	52	Tann(Rhön)	ʃ n e̜→ɪ ə	1129
7548	schneien	ʃnɐ̠→ɪ̜n	52	Clausthal(Zf)	ʃ n ɐ̠→ɪ̜ n	1129
7549	schneien	ʃ̠næ̠→ɪ͡ɪ̠n̩͡n̥	52	Falkenthal	ʃ̠ n æ̠→ɪ͡ɪ̠ n̩͡n̥	1129
7550	schneien	‿ʃnɐ→ɪɐ̣‿	52	Hermannsreuth	ʃ n ɐ→ɪ ɐ̣	1129
7551	schneien	snɛ→ɪn̰	52	Warpe	s n ɛ→ɪ n̰	1129
7552	schneien	ʃ̫nœ→ɪ͡ɪə̜	52	Wildpoldsried	ʃ̫ n œ→ɪ͡ɪ ə̜	1129
7553	schneien	ʃ̫nɛ̜ʾ→ɪʾn	52	Hönebach	ʃ̫ n ɛ̜ʾ→ɪʾ n	1129
7554	schneien	ʃnạ→ɪj̰ɪn	52	Herssum	ʃ n ạ→ɪ j̰ ɪ n	1129
7555	schneien	ʃna̠ɪ̜n	52	Rammenau	ʃ n a̠ ɪ̜ n	1129
7556	schneien	ʃ̠nẹd.n̩	52	KirchKogel	ʃ̠ n ẹ d n̩	1129
7557	schneien	ʃ̫nijə̣n	52	Grünow	ʃ̫ n i j ə̣ n	1129
7558	schneien	s̠nɪ̠ːd.n̩͡n̥	52	Gresenhorst	s̠ n ɪ̠ː d n̩͡n̥	1129
7559	schneien	s̠ni̜ɪ̠n	52	Brelingen	s̠ n i̜ ɪ̠ n	1129
7560	schneien	ʃ̫na̠→ɪ͡ɪ̜n	52	Borstendorf	ʃ̫ n a̠→ɪ͡ɪ̜ n	1129
7561	schneien	ʃnɐ→ɪə	52	Niederasphe	ʃ n ɐ→ɪ ə	1129
7562	schneien	ʃnẹjɛ̠n	52	NeuSchadow	ʃ n ẹ j ɛ̠ n	1129
7563	schneien	ʃna̠→ɪ͡ɪn	52	Grünlichtenberg	ʃ n a̠→ɪ͡ɪ n	1129
7564	schneien	ʃ̠nɛ̠→ɪjə	52	Kleinbottwar	ʃ̠ n ɛ̠→ɪ j ə	1129
7565	schneien	ʃ̫nɛ̜→ɪm‿	52	Ramsau(Berch)	ʃ̫ n ɛ̜→ɪ m	1129
7566	schneien	ʒnɛ̣ɪn	52	Unterellen	ʒ n ɛ̣ ɪ n	1129
7567	schneien	ʃnɐ̟→ɪə‿	52	Bonn	ʃ n ɐ̟→ɪ ə	1129
7568	schneien	ʃnɐ̟→ɪjə̣n	52	Dreeke	ʃ n ɐ̟→ɪ j ə̣ n	1129
7569	schneien	ʃni̜ŋ̩	52	Altwarp	ʃ n i̜ ŋ̩	1129
7570	schneien	s̠ni̠t.n̩	52	Wentorf(Sand)	s̠ n i̠ t n̩	1129
7571	schneien	ʃni͡i̜→ə	52	Mastershausen	ʃ n i͡i̜→ə	1129
7572	schneien	ʃ̟nɐ→ɪən	52	Barssel	ʃ̟ n ɐ→ɪ ə n	1129
7573	schneien	‿ʃne→ɪ̣n	52	Haddorf	ʃ n e→ɪ̣ n	1129
7574	schneien	ʃnɐ→ɪə	52	Frohnhausen	ʃ n ɐ→ɪ ə	1129
7575	schneien	ʃnɐ̟→ɪn͡n̥	52	Peterskirchen	ʃ n ɐ̟→ɪ n͡n̥	1129
7576	schneien	ʃnɤ̟ʾ→ɪʾ͡ɪʾəʾ	52	Kruft	ʃ n ɤ̟ʾ→ɪʾ͡ɪʾ əʾ	1129
7577	schneien	sniːə̟n	52	Wasbüttel	s n iː ə̟ n	1129
7578	schneien	ʃnɔ̜→ɪʒə̠	52	Ungstein	ʃ n ɔ̜→ɪ ʒ ə̠	1129
7579	schneien	ʃnɛ̠ʾ→ɪ̜n̥	52	Jesteburg	ʃ n ɛ̠ʾ→ɪ̜ n̥	1129
7580	schneien	ʃ̠nɛ→ɪn͡n̥	52	Jesteburg	ʃ̠ n ɛ→ɪ n͡n̥	1129
7581	schneien	ʃnɐ→ɪə	52	Nürnberg	ʃ n ɐ→ɪ ə	1129
7582	schneien	ʃnɪjə̣n	52	Hesselteich	ʃ n ɪ j ə̣ n	1129
7583	schneien	s̠ni̠ːn	52	Jeetzel	s̠ n i̠ː n	1129
7584	schneien	ʃ̠nɑːn̩	52	Huddestorf	ʃ̠ n ɑː n̩	1129
7585	schneien	ʃnɛ→ɪn	52	Kuhstedt	ʃ n ɛ→ɪ n	1129
7586	schneien	ʃnạb̰.m̩͡m̥	52	Maibrunn	ʃ n ạ b̰ m̩͡m̥	1129
7587	schneien	ʃna̠→ɪ͡ɪɐ̃	52	Exdorf	ʃ n a̠→ɪ͡ɪ ɐ̃	1129
7588	schneien	ʒnaɪ̜n	52	Bockelwitz	ʒ n a ɪ̜ n	1129
7589	schneien	ʃ̫nɛ→ɪn̩n̥	52	Ballhausen	ʃ̫ n ɛ→ɪ n̩ n̥	1129
7590	schneien	s̠nɛ̣→ɪɡ.ŋ̩	52	Hohenkörben	s̠ n ɛ̣→ɪ ɡ ŋ̩	1129
7591	schneien	ʃniːn	52	Schellroda	ʃ n iː n	1129
7592	schneien	ʃ̫ni̜ːɡ.ŋ̩	52	Hagen	ʃ̫ n i̜ː ɡ ŋ̩	1129
7593	schneien	ʃna̠ːjə̟	52	Ebertshausen	ʃ n a̠ː j ə̟	1129
7594	schneien	ʃnɐ→ɪə	52	Lohrhaupten	ʃ n ɐ→ɪ ə	1129
7595	schneien	ʃnæ→ɪjə̟n	52	Pretzsch(El)	ʃ n æ→ɪ j ə̟ n	1129
7596	schneien	ʃ̫nɐ→ɪə	52	Herbornseelbach	ʃ̫ n ɐ→ɪ ə	1129
7597	schneien	ʃniːn̩̥	52	Wernigerode	ʃ n iː n̩̥	1129
7598	schneien	ʃ̠nɛ→ɪn	52	Grossenwiehe	ʃ̠ n ɛ→ɪ n	1129
#
31268	schöne	ʃ̟øʿnə	202	Altlandsberg	ʃ̟ øʿ n ə	1130
31269	schöne	ʃ̠eːnə	202	Pretzsch(El)	ʃ̠ eː n ə	1130
31270	schöne	ʃ̨ønə	202	Ebstorf	ʃ̨ ø n ə	1130
31271	schöne	ʃøːnə	202	Lippramsdorf	ʃ øː n ə	1130
31272	schöne	ʃe͡ə̣+nɪ	202	Nürnberg	ʃ e͡ə̣+ n ɪ	1130
31273	schöne	ʃœn	202	Aachen	ʃ œ n	1130
31274	schöne	ʃe͡ẹnə̟	202	Maxweiler	ʃ e͡ẹ n ə̟	1130
31275	schöne	ʃœ→ə̣nə	202	Ensheim	ʃ œ→ə̣ n ə	1130
31276	schöne	ʃ̠øn	202	Rossau	ʃ̠ ø n	1130
31277	schöne	ʃøne̠	202	Wernigerode	ʃ ø n e̠	1130
31278	schöne	ʃøːnə	202	Ahrbergen	ʃ øː n ə	1130
31279	schöne	ʃœ̣→ʏ̠n	202	Jeetzel	ʃ œ̣→ʏ̠ n	1130
31280	schöne	ʃẽːnə̜	202	Weidenbach	ʃ ẽː n ə̜	1130
31281	schöne	ʃ̠øːnə̟	202	GrossMohrdorf	ʃ̠ øː n ə̟	1130
31282	schöne	ʃ̠ɛːnə	202	Ungstein	ʃ̠ ɛː n ə	1130
31283	schöne	ʃøːnəʾ	202	Mirow	ʃ øː n əʾ	1130
31284	schöne	ʃ̟ɤ→ɪnə	202	Brockhausen	ʃ̟ ɤ→ɪ n ə	1130
31285	schöne	ʃɨnə	202	Wehrsdorf	ʃ ɨ n ə	1130
31286	schöne	ʃ̠ɤ→ɪnə‿	202	Osterbruch	ʃ̠ ɤ→ɪ n ə	1130
31287	schöne	ʃ̫iənə̃	202	Theuma	ʃ̫ i ə n ə̃	1130
31288	schöne	ʃøːnə	202	Götz	ʃ øː n ə	1130
31289	schöne	ʃẽ͡ɪ̃nə̟	202	Pöttmes	ʃ ẽ͡ɪ̃ n ə̟	1130
31290	schöne	ʃøːnə̜	202	Ottowind	ʃ øː n ə̜	1130
31291	schöne	ʃẽː	202	Büdesheim	ʃ ẽː	1130
31292	schöne	ʃiːnə	202	Wittelsberg	ʃ iː n ə	1130
31293	schöne	ɕø͡ʏnə̟	202	Hohwacht(Os)	ɕ ø͡ʏ n ə̟	1130
31294	schöne	ʃøːnə	202	Herrentrup	ʃ øː n ə	1130
31295	schöne	ʃɪ̣ːnə	202	Allna	ʃ ɪ̣ː n ə	1130
31296	schöne	ʃ̟ẹːnə	202	Osterfeld	ʃ̟ ẹː n ə	1130
31297	schöne	ʃ̟œ̣ːnə	202	Horheim	ʃ̟ œ̣ː n ə	1130
31298	schöne	ʃi→ənə	202	Schellroda	ʃ i→ə n ə	1130
31299	schöne	ʃøːn‿	202	Köln	ʃ øː n	1130
31300	schöne	ʃ̫i→ənə	202	Rammenau	ʃ̫ i→ə n ə	1130
31301	schöne	ʃ̨̫øːnən	202	Leuth	ʃ̨̫ øː n ə n	1130
31302	schöne	ʃenə	202	Hönebach	ʃ e n ə	1130
31303	schöne	ʃøːnə	202	Lohrhaupten	ʃ øː n ə	1130
31304	schöne	ʃøʿnə̟	202	Borstendorf	ʃ øʿ n ə̟	1130
31305	schöne	ɕ̟inə	202	Mockern	ɕ̟ i n ə	1130
31306	schöne	ʃĩːnə	202	Dexbach	ʃ ĩː n ə	1130
31307	schöne	ʃɪ̣ːnə	202	Astfeld	ʃ ɪ̣ː n ə	1130
31308	schöne	ʃẽ→ɪ̣̃nə̣	202	Hermannsreuth	ʃ ẽ→ɪ̣̃ n ə̣	1130
31309	schöne	ʃɛːnə̣	202	Billingsbach	ʃ ɛː n ə̣	1130
31310	schöne	ʃ̠ønə	202	Ebertshausen	ʃ̠ ø n ə	1130
31311	schöne	ʃ͡x̟ɤ→ɪnə	202	Bremscheid	ʃ͡x̟ ɤ→ɪ n ə	1130
31312	schöne	ʃ̫ẽ̠nĩ	202	Ramsau(Berch)	ʃ̫ ẽ̠ n ĩ	1130
31313	schöne	ʃ̨eːnə	202	Unterellen	ʃ̨ eː n ə	1130
31314	schöne	ʃiːnə	202	Herbornseelbach	ʃ iː n ə	1130
31315	schöne	ʃ̠enə	202	GrossJamno	ʃ̠ e n ə	1130
31316	schöne	ʃ̨ø̣ʿnə	202	Verchen	ʃ̨ ø̣ʿ n ə	1130
31317	schöne	ʃ̜ɛ̠nə	202	Grosswechsungen	ʃ̜ ɛ̠ n ə	1130
31318	schöne	ʃeʾːnə	202	Gerbstedt	ʃ eʾː n ə	1130
31319	schöne	ʃœ̃ʿːnə̣	202	Hartenstein	ʃ œ̃ʿː n ə̣	1130
31320	schöne	ʃe͡ɪnə	202	Frohnhausen	ʃ e͡ɪ n ə	1130
31321	schöne	ʃø̠ʿːnə	202	Treffelstein	ʃ ø̠ʿː n ə	1130
31322	schöne	ʃ̠ẽːnə	202	Obermaisel	ʃ̠ ẽː n ə	1130
31323	schöne	ʃœ̣→ɪnə̣	202	Eschelbronn	ʃ œ̣→ɪ n ə̣	1130
31324	schöne	ʃœnə	202	Altentrüdin	ʃ œ n ə	1130
31325	schöne	ʃ̠ø̜͡ø̣nə	202	Jürgenshagen	ʃ̠ ø̜͡ø̣ n ə	1130
31326	schöne	ʃɪ̠n	202	Bruch	ʃ ɪ̠ n	1130
31327	schöne	ʃ̠øːnə	202	Reelkirchen	ʃ̠ øː n ə	1130
31328	schöne	‿t̰͡ʃøːn	202	Siebenbach	t̰͡ʃ øː n	1130
31329	schöne	ʃœ̣͡ø̣nə	202	Osterhagen	ʃ œ̣͡ø̣ n ə	1130
31330	schöne	ʃ̫øːnəʾ	202	Breddin	ʃ̫ øː n əʾ	1130
31331	schöne	ʃ̠øːnə	202	Falkenthal	ʃ̠ øː n ə	1130
31332	schöne	ʃø̜ʿnə̟	202	Schachach	ʃ ø̜ʿ n ə̟	1130
31333	schöne	ʃeːnə	202	Schauenstein	ʃ eː n ə	1130
31334	schöne	ʃẹnɪ̠	202	Maibrunn	ʃ ẹ n ɪ̠	1130
31335	schöne	ʃœ→ɪn	202	Wasbek	ʃ œ→ɪ n	1130
31336	schöne	ʃiːnə	202	Lohra	ʃ iː n ə	1130
31337	schöne	ʒøʿ͡əʾnə	202	Seelbach	ʒ øʿ͡əʾ n ə	1130
31338	schöne	ʃøʿːnə	202	Wasbüttel	ʃ øʿː n ə	1130
31339	schöne	ʃe̜ːnə	202	Vielbrunn	ʃ e̜ː n ə	1130
31340	schöne	ʃ̠øːnə	202	Hundisburg	ʃ̠ øː n ə	1130
31341	schöne	ʃ̠øːnə	202	KirchKogel	ʃ̠ øː n ə	1130
31342	schöne	ʃɛʾ͡œ→ə̜nə̟	202	Volkershausen	ʃ ɛʾ͡œ→ə̜ n ə̟	1130
31343	schöne	ʃøːnə	202	Stöcken	ʃ øː n ə	1130
31344	schöne	ʃ̫eʾːnə	202	Reetz	ʃ̫ eʾː n ə	1130
31345	schöne	ʃœ̃→ɪ̣̃nɪ̜	202	Eichenhofen	ʃ œ̃→ɪ̣̃ n ɪ̜	1130
31346	schöne	ʃøʿːnə	202	Jesteburg	ʃ øʿː n ə	1130
31347	schöne	ʃ̠øːnə	202	Bockelwitz	ʃ̠ øː n ə	1130
31348	schöne	ʃ̠y→ə̟nə̤	202	Engelsbach	ʃ̠ y→ə̟ n ə̤	1130
31349	schöne	ʃ̫͡ʒœ̣ːnə	202	Adorf	ʃ̫͡ʒ œ̣ː n ə	1130
31350	schöne	ʃø̣ːnə̜	202	Kemmern	ʃ ø̣ː n ə̜	1130
31351	schöne	ʃɔ̣→ɪnɛ̜ː	202	Diekhusen	ʃ ɔ̣→ɪ n ɛ̜ː	1130
31352	schöne	ʃ̠ø͡ʏ̰nə	202	Brelingen	ʃ̠ ø͡ʏ̰ n ə	1130
31353	schöne	ʃ̨e̜→ɪnə	202	Altenberg	ʃ̨ e̜→ɪ n ə	1130
31354	schöne	ʃ̜øːɲə̟	202	Landgrafroda	ʃ̜ øː ɲ ə̟	1130
31355	schöne	ʃeʾ͡enə̟	202	Schömberg	ʃ eʾ͡e n ə̟	1130
31356	schöne	ʃe͡ẹnə	202	Schmannewitz	ʃ e͡ẹ n ə	1130
31357	schöne	ʃ̠ɛ̣→ɪnə	202	Lampertswalde	ʃ̠ ɛ̣→ɪ n ə	1130
31358	schöne	ʃe̜ʾːnə	202	Linz	ʃ e̜ʾː n ə	1130
31359	schöne	ʃønə̣+	202	Ulbering	ʃ ø n ə̣+	1130
31360	schöne	ʃø̜ʿː→əʾnə	202	Freden	ʃ ø̜ʿː→əʾ n ə	1130
31361	schöne	ʃe͡ɪnə	202	Wildpoldsried	ʃ e͡ɪ n ə	1130
31362	schöne	ʃ̠œ→ɪ̠nə	202	Schwabstedt	ʃ̠ œ→ɪ̠ n ə	1130
31363	schöne	ʃø→ə̜nɪ̠	202	Zellingen	ʃ ø→ə̜ n ɪ̠	1130
31364	schöne	ʃø̜͡œ̠ʿnə̃	202	Odenspiel	ʃ ø̜͡œ̠ʿ n ə̃	1130
31365	schöne	ʃ̠ø͡ʏ̜nə̟	202	Altwarp	ʃ̠ ø͡ʏ̜ n ə̟	1130
31366	schöne	ʃø͡ø̣nə	202	Oiste	ʃ ø͡ø̣ n ə	1130
31367	schöne	ʃønɛ̠ʾ	202	Gresenhorst	ʃ ø n ɛ̠ʾ	1130
31368	schöne	ʃøːnə	202	Gottsbüren	ʃ øː n ə	1130
31369	schöne	‿ʃø̠ːnə	202	Bonn	ʃ ø̠ː n ə	1130
31370	schöne	ʃe̠ʾnẹː	202	Oberwürzbach	ʃ e̠ʾ n ẹː	1130
31371	schöne	ʃ̠ø͡ʏnə	202	Wolgast	ʃ̠ ø͡ʏ n ə	1130
31372	schöne	ʃ̠øːnə	202	Kruft	ʃ̠ øː n ə	1130
31373	schöne	ʃiːnə	202	Mastershausen	ʃ iː n ə	1130
31374	schöne	ɕ̟øʿ→ɪ̠nə	202	Huddestorf	ɕ̟ øʿ→ɪ̠ n ə	1130
31375	schöne	ʃe̠͡ɪnə	202	Niedernhausen	ʃ e̠͡ɪ n ə	1130
31376	schöne	ʃø̣nə	202	Helmers	ʃ ø̣ n ə	1130
31377	schöne	ʒe͡ẹnə̣	202	Burgrieden	ʒ e͡ẹ n ə̣	1130
31378	schöne	ʃɛ→ə̜nə	202	Iggingen	ʃ ɛ→ə̜ n ə	1130
